,job_id,job_title,salary_usd,salary_currency,experience_level,employment_type,company_location,company_size,employee_residence,remote_ratio,required_skills,education_required,years_experience,industry,posting_date,application_deadline,job_description_length,benefits_score,company_name,remote_ratio_numeric,difference_application_post_dates
7347,AI07348,AI Architect,140931,USD,Senior-Level ,Full-Time,Australia,Medium,Australia,100,"PyTorch, Java, Deep Learning",Bachelor,7,Gaming,2024-07-23,2024-09-18,2245,9.9,Smart Analytics,Remote,57
7348,AI07349,Data Scientist,68411,USD,Mid-Level,Freelance,India,Small,India,0,"Data Visualization, Python, Kubernetes, Tableau, Spark",Bachelor,4,Automotive,2024-06-05,2024-06-20,558,6.5,Future Systems,On-site,15
7349,AI07350,NLP Engineer,115693,USD,Executive-level,Contract,Japan,Medium,France,0,"SQL, Computer Vision, NLP",Associate,14,Real Estate,2024-02-05,2024-03-26,514,6.4,Machine Intelligence Group,On-site,50
7350,AI07351,Data Engineer,166806,USD,Senior-Level ,Contract,Singapore,Large,Singapore,50,"MLOps, Scala, Mathematics, Data Visualization, Python",PhD,7,Healthcare,2025-02-06,2025-04-08,1096,7.9,Predictive Systems,Hybrid,61
7351,AI07352,Computer Vision Engineer,79219,EUR,Entry-Level,Freelance,Netherlands,Medium,Netherlands,0,"Kubernetes, Spark, Python",Bachelor,0,Healthcare,2024-03-23,2024-05-03,2291,9.7,Autonomous Tech,On-site,41
7352,AI07353,Machine Learning Engineer,41591,USD,Entry-Level,Full-Time,Austria,Large,Austria,50,"Mathematics, Statistics, Data Visualization, Git, Java",Associate,0,Transportation,2024-10-14,2024-12-01,2020,6.5,Cognitive Computing,Hybrid,48
7353,AI07354,Research Scientist,93444,EUR,Entry-Level,Freelance,Netherlands,Large,Netherlands,0,"Linux, Statistics, Data Visualization",PhD,1,Automotive,2024-10-17,2024-12-26,1219,7.4,Algorithmic Solutions,On-site,70
7354,AI07355,Head of AI,151865,USD,Executive-level,Full-Time,Finland,Medium,Finland,100,"Kubernetes, Java, Tableau, Scala",Bachelor,17,Energy,2025-02-27,2025-03-28,1856,7.7,AI Innovations,Remote,29
7355,AI07356,Data Engineer,154236,USD,Senior-Level ,Part-Time,Denmark,Medium,Canada,0,"NLP, Python, Linux",Bachelor,6,Gaming,2024-09-27,2024-11-06,2251,9.1,AI Innovations,On-site,40
7356,AI07357,AI Consultant,89352,USD,Mid-Level,Contract,Ireland,Large,China,100,"GCP, Git, Statistics",Associate,4,Technology,2024-12-25,2025-01-10,628,5.9,DataVision Ltd,Remote,16
7357,AI07358,AI Research Scientist,183173,USD,Executive-level,Freelance,Sweden,Medium,Sweden,0,"Git, Deep Learning, Statistics, Spark",Master,14,Gaming,2024-07-20,2024-08-19,774,8.7,Machine Intelligence Group,On-site,30
7358,AI07359,AI Specialist,121826,GBP,Mid-Level,Part-Time,United Kingdom,Large,United Kingdom,100,"SQL, NLP, MLOps",PhD,3,Energy,2024-12-24,2025-03-05,704,5.1,Future Systems,Remote,71
7359,AI07360,ML Ops Engineer,139592,EUR,Executive-level,Freelance,Netherlands,Small,Netherlands,0,"Computer Vision, Hadoop, R, Kubernetes",Bachelor,11,Finance,2025-04-23,2025-05-14,1782,5.5,Future Systems,On-site,21
7360,AI07361,AI Product Manager,148784,USD,Mid-Level,Freelance,Switzerland,Large,Switzerland,50,"NLP, Scala, Azure, Computer Vision, Python",Bachelor,4,Retail,2025-01-03,2025-02-10,1639,6.1,Smart Analytics,Hybrid,38
7361,AI07362,Data Engineer,169188,USD,Executive-level,Full-Time,Ireland,Large,Ireland,50,"AWS, Git, Docker, Python, Linux",Master,12,Education,2024-11-21,2025-01-05,991,6.2,DataVision Ltd,Hybrid,45
7362,AI07363,AI Software Engineer,36033,USD,Entry-Level,Contract,Austria,Small,Switzerland,100,"Kubernetes, Scala, Statistics, Git",Bachelor,0,Real Estate,2024-07-11,2024-08-04,1614,5.8,Cloud AI Solutions,Remote,24
7363,AI07364,NLP Engineer,90697,EUR,Mid-Level,Contract,Germany,Small,Netherlands,50,"Python, TensorFlow, Mathematics, Deep Learning",PhD,3,Media,2024-04-22,2024-07-01,1198,8.9,Autonomous Tech,Hybrid,70
7364,AI07365,AI Product Manager,190864,EUR,Executive-level,Full-Time,Germany,Large,Germany,100,"SQL, PyTorch, Java, Computer Vision, R",Associate,13,Manufacturing,2025-01-05,2025-02-26,2221,5.8,Machine Intelligence Group,Remote,52
7365,AI07366,Machine Learning Researcher,46444,USD,Entry-Level,Contract,South Korea,Medium,South Korea,100,"Kubernetes, Data Visualization, Tableau",Bachelor,0,Consulting,2024-10-24,2024-11-08,2390,8.2,Neural Networks Co,Remote,15
7366,AI07367,Deep Learning Engineer,106729,USD,Mid-Level,Full-Time,Sweden,Medium,Israel,50,"PyTorch, R, Statistics",Bachelor,4,Transportation,2024-03-23,2024-04-29,1161,6.2,Cognitive Computing,Hybrid,37
7367,AI07368,Machine Learning Researcher,84819,EUR,Entry-Level,Contract,Netherlands,Medium,Netherlands,50,"Hadoop, PyTorch, AWS, Mathematics, NLP",Master,0,Telecommunications,2024-07-05,2024-08-23,2340,7.2,DeepTech Ventures,Hybrid,49
7368,AI07369,Research Scientist,86820,USD,Mid-Level,Full-Time,Ireland,Large,Ireland,100,"Tableau, MLOps, SQL, Java, GCP",Master,4,Education,2024-02-06,2024-04-10,944,6.0,Cognitive Computing,Remote,64
7369,AI07370,AI Consultant,77359,USD,Mid-Level,Part-Time,Sweden,Medium,Sweden,50,"Linux, Spark, GCP",Bachelor,3,Healthcare,2024-06-01,2024-06-17,1196,5.1,Neural Networks Co,Hybrid,16
7370,AI07371,Data Engineer,40265,USD,Entry-Level,Contract,Finland,Small,Finland,50,"Data Visualization, Python, Git, TensorFlow",Master,0,Media,2024-12-05,2025-01-29,1271,7.9,DeepTech Ventures,Hybrid,55
7371,AI07372,Head of AI,148057,USD,Executive-level,Full-Time,India,Large,Japan,100,"Kubernetes, Java, Docker, R, Mathematics",Associate,18,Transportation,2024-04-26,2024-06-18,1017,8.2,Cognitive Computing,Remote,53
7372,AI07373,Computer Vision Engineer,93718,USD,Senior-Level ,Contract,Austria,Medium,Austria,50,"Git, Mathematics, SQL, Hadoop, AWS",Associate,7,Government,2024-03-27,2024-05-19,1910,8.8,Digital Transformation LLC,Hybrid,53
7373,AI07374,Robotics Engineer,39374,USD,Entry-Level,Freelance,Finland,Medium,Finland,100,"Spark, GCP, PyTorch",PhD,1,Telecommunications,2024-02-28,2024-05-03,663,7.1,Neural Networks Co,Remote,65
7374,AI07375,Autonomous Systems Engineer,143355,USD,Executive-level,Freelance,China,Medium,China,0,"Java, Scala, Hadoop, AWS, Mathematics",Associate,18,Healthcare,2024-12-30,2025-01-13,1317,6.3,Predictive Systems,On-site,14
7375,AI07376,Autonomous Systems Engineer,110716,USD,Executive-level,Full-Time,Austria,Large,Austria,50,"Kubernetes, Java, Tableau, NLP, SQL",Master,18,Media,2025-01-27,2025-02-11,2137,5.1,Quantum Computing Inc,Hybrid,15
7376,AI07377,AI Software Engineer,105732,USD,Senior-Level ,Full-Time,Israel,Large,Israel,50,"Linux, GCP, Scala, Java, Git",Associate,5,Automotive,2024-05-11,2024-06-05,1341,6.8,Machine Intelligence Group,Hybrid,25
7377,AI07378,Robotics Engineer,245186,GBP,Executive-level,Freelance,United Kingdom,Medium,United Kingdom,50,"Spark, AWS, SQL, Computer Vision",PhD,14,Manufacturing,2025-01-11,2025-03-08,562,5.5,Cloud AI Solutions,Hybrid,56
7378,AI07379,Head of AI,56358,USD,Mid-Level,Part-Time,South Korea,Medium,South Korea,0,"Git, Kubernetes, NLP",Master,4,Finance,2024-07-23,2024-08-16,647,5.1,Machine Intelligence Group,On-site,24
7379,AI07380,Data Scientist,208249,EUR,Executive-level,Part-Time,France,Large,France,0,"Git, Scala, Computer Vision, GCP",Associate,15,Media,2024-01-06,2024-03-06,2452,5.3,Machine Intelligence Group,On-site,60
7380,AI07381,AI Research Scientist,45024,USD,Entry-Level,Freelance,Japan,Large,United Kingdom,0,"Tableau, Git, Kubernetes",Associate,0,Gaming,2024-09-03,2024-09-30,760,6.5,Cloud AI Solutions,On-site,27
7381,AI07382,Machine Learning Researcher,167633,USD,Senior-Level ,Freelance,United States,Medium,Norway,100,"Java, R, GCP, Azure, SQL",PhD,5,Finance,2024-02-11,2024-04-14,2031,6.2,DataVision Ltd,Remote,63
7382,AI07383,NLP Engineer,76436,USD,Senior-Level ,Freelance,Ireland,Medium,Ireland,0,"Spark, Tableau, Java, Kubernetes",Associate,6,Technology,2025-04-26,2025-06-03,762,9.4,Advanced Robotics,On-site,38
7383,AI07384,AI Architect,96735,USD,Senior-Level ,Contract,South Korea,Large,South Korea,50,"PyTorch, Computer Vision, TensorFlow",Master,5,Telecommunications,2025-01-02,2025-01-25,632,7.7,TechCorp Inc,Hybrid,23
7384,AI07385,Robotics Engineer,88951,USD,Mid-Level,Contract,Canada,Medium,Canada,0,"Statistics, R, Java, Python, GCP",PhD,2,Transportation,2024-04-28,2024-05-20,543,5.5,Neural Networks Co,On-site,22
7385,AI07386,AI Architect,122080,USD,Senior-Level ,Contract,Austria,Large,Austria,50,"Data Visualization, NLP, Linux",Master,7,Consulting,2024-10-05,2024-10-26,2323,6.6,TechCorp Inc,Hybrid,21
7386,AI07387,Data Scientist,95529,USD,Mid-Level,Part-Time,Sweden,Large,Australia,50,"Hadoop, Linux, Scala",Master,2,Telecommunications,2024-09-02,2024-11-09,2175,7.3,Autonomous Tech,Hybrid,68
7387,AI07388,Machine Learning Researcher,104720,USD,Mid-Level,Freelance,Switzerland,Medium,Switzerland,0,"Spark, Scala, Java, NLP",PhD,4,Automotive,2024-04-29,2024-05-21,1105,6.9,Digital Transformation LLC,On-site,22
7388,AI07389,Deep Learning Engineer,61882,USD,Entry-Level,Freelance,Israel,Large,Canada,100,"NLP, Hadoop, Python, Azure, Git",Associate,0,Gaming,2025-03-10,2025-04-01,1753,9.2,Cognitive Computing,Remote,22
7389,AI07390,Principal Data Scientist,171522,GBP,Executive-level,Part-Time,United Kingdom,Large,Ireland,100,"PyTorch, Kubernetes, Scala, Computer Vision, Azure",PhD,19,Gaming,2024-04-17,2024-05-20,1187,7.8,Smart Analytics,Remote,33
7390,AI07391,Machine Learning Researcher,120496,USD,Executive-level,Contract,India,Small,United Kingdom,0,"Hadoop, Java, MLOps",Associate,14,Consulting,2025-04-10,2025-06-06,995,5.6,Algorithmic Solutions,On-site,57
7391,AI07392,NLP Engineer,50532,USD,Mid-Level,Part-Time,China,Small,China,0,"Python, GCP, Git, TensorFlow, MLOps",Bachelor,3,Gaming,2024-04-30,2024-06-15,1635,9.1,Neural Networks Co,On-site,46
7392,AI07393,AI Software Engineer,189564,EUR,Executive-level,Freelance,France,Medium,France,50,"TensorFlow, R, Data Visualization",Master,17,Education,2024-07-24,2024-10-04,2154,9.6,Autonomous Tech,Hybrid,72
7393,AI07394,ML Ops Engineer,88824,USD,Entry-Level,Freelance,Denmark,Medium,Denmark,50,"Statistics, Tableau, Python, TensorFlow, Git",Associate,0,Retail,2024-09-07,2024-10-25,1464,6.5,AI Innovations,Hybrid,48
7394,AI07395,Head of AI,216805,USD,Executive-level,Contract,Denmark,Small,Denmark,50,"Python, Java, Azure",Bachelor,19,Energy,2024-09-21,2024-11-06,1780,6.2,Predictive Systems,Hybrid,46
7395,AI07396,Machine Learning Engineer,122569,USD,Senior-Level ,Full-Time,South Korea,Large,China,0,"SQL, Deep Learning, Azure",Bachelor,8,Media,2024-11-02,2024-12-30,1564,6.0,AI Innovations,On-site,58
7396,AI07397,AI Specialist,80739,USD,Entry-Level,Freelance,Australia,Medium,Australia,0,"R, Hadoop, Java, Statistics",Bachelor,0,Healthcare,2024-09-19,2024-11-04,677,9.8,Neural Networks Co,On-site,46
7397,AI07398,Data Scientist,100893,USD,Entry-Level,Part-Time,United States,Large,United Kingdom,0,"Deep Learning, SQL, Spark, Java, Kubernetes",Bachelor,1,Education,2024-06-04,2024-08-15,2080,9.2,Quantum Computing Inc,On-site,72
7398,AI07399,AI Software Engineer,126301,USD,Senior-Level ,Freelance,Australia,Medium,Australia,0,"Docker, SQL, Azure, Java, Scala",Bachelor,5,Media,2024-06-05,2024-07-05,1000,7.5,Advanced Robotics,On-site,30
7399,AI07400,Autonomous Systems Engineer,35148,USD,Entry-Level,Full-Time,China,Small,China,50,"Docker, Hadoop, Mathematics, Scala, Data Visualization",Bachelor,1,Gaming,2024-06-13,2024-07-01,2078,7.5,Predictive Systems,Hybrid,18
7400,AI07401,Autonomous Systems Engineer,89841,EUR,Entry-Level,Part-Time,Germany,Large,Germany,0,"SQL, NLP, Hadoop, Tableau, Kubernetes",PhD,0,Telecommunications,2024-12-15,2025-02-23,2037,6.3,Autonomous Tech,On-site,70
7401,AI07402,AI Product Manager,82296,GBP,Mid-Level,Freelance,United Kingdom,Medium,United Kingdom,0,"Docker, PyTorch, GCP, Python, Statistics",Bachelor,3,Education,2025-03-05,2025-04-19,2012,9.6,Cloud AI Solutions,On-site,45
7402,AI07403,Machine Learning Researcher,40436,USD,Entry-Level,Full-Time,Japan,Medium,Japan,50,"Data Visualization, Azure, Git",Bachelor,0,Energy,2024-08-05,2024-09-12,2007,8.1,Cognitive Computing,Hybrid,38
7403,AI07404,Data Engineer,235948,USD,Executive-level,Freelance,United States,Medium,United States,0,"Spark, Python, Scala, Kubernetes",Bachelor,19,Automotive,2024-07-10,2024-09-15,1273,9.2,Cloud AI Solutions,On-site,67
7404,AI07405,Principal Data Scientist,77344,USD,Senior-Level ,Part-Time,Ireland,Small,Japan,50,"Python, Azure, MLOps, Mathematics",PhD,5,Manufacturing,2024-06-03,2024-08-10,1840,9.9,Cloud AI Solutions,Hybrid,68
7405,AI07406,AI Consultant,88022,USD,Senior-Level ,Full-Time,Finland,Medium,Netherlands,50,"Git, MLOps, Java, PyTorch, SQL",Bachelor,7,Retail,2024-09-14,2024-10-20,2070,6.6,Digital Transformation LLC,Hybrid,36
7406,AI07407,Data Engineer,64475,USD,Mid-Level,Freelance,China,Large,China,100,"Deep Learning, Statistics, Scala, Kubernetes",PhD,3,Automotive,2024-12-02,2025-01-31,1545,8.0,Cognitive Computing,Remote,60
7407,AI07408,NLP Engineer,131563,EUR,Executive-level,Part-Time,France,Small,Israel,0,"R, AWS, Data Visualization, Spark",Master,13,Finance,2024-01-25,2024-02-15,886,9.0,Advanced Robotics,On-site,21
7408,AI07409,Machine Learning Researcher,179995,USD,Executive-level,Full-Time,Ireland,Medium,Denmark,0,"Python, AWS, Java",PhD,10,Real Estate,2025-02-13,2025-03-24,1326,8.1,DataVision Ltd,On-site,39
7409,AI07410,AI Specialist,101868,EUR,Mid-Level,Full-Time,Netherlands,Small,Netherlands,100,"MLOps, Kubernetes, Deep Learning, PyTorch, Docker",Master,4,Media,2024-12-08,2025-02-14,1577,5.8,Quantum Computing Inc,Remote,68
7410,AI07411,Data Analyst,176235,USD,Executive-level,Full-Time,South Korea,Medium,France,100,"Scala, Computer Vision, Linux",PhD,18,Government,2024-05-04,2024-06-09,2111,6.7,Predictive Systems,Remote,36
7411,AI07412,Deep Learning Engineer,158757,EUR,Senior-Level ,Freelance,Netherlands,Large,Netherlands,50,"Spark, Kubernetes, Mathematics, TensorFlow, NLP",Associate,7,Technology,2024-02-07,2024-03-06,1639,8.1,Smart Analytics,Hybrid,28
7412,AI07413,Data Analyst,101466,USD,Senior-Level ,Freelance,Finland,Medium,Finland,0,"Kubernetes, Linux, R, Azure",Master,9,Media,2024-01-02,2024-02-07,1876,7.3,AI Innovations,On-site,36
7413,AI07414,Data Analyst,113856,EUR,Senior-Level ,Freelance,Netherlands,Medium,Netherlands,100,"Docker, MLOps, Python, GCP",Associate,9,Energy,2025-02-17,2025-03-25,1192,9.2,Algorithmic Solutions,Remote,36
7414,AI07415,Machine Learning Researcher,91245,EUR,Mid-Level,Freelance,France,Small,United Kingdom,100,"SQL, Git, Java, TensorFlow",Bachelor,3,Healthcare,2024-11-29,2025-01-25,1957,8.1,Quantum Computing Inc,Remote,57
7415,AI07416,Machine Learning Engineer,49686,USD,Mid-Level,Part-Time,Austria,Small,Austria,100,"Scala, GCP, Tableau",Associate,4,Real Estate,2024-05-24,2024-08-03,1144,8.6,AI Innovations,Remote,71
7416,AI07417,Deep Learning Engineer,110449,USD,Senior-Level ,Part-Time,South Korea,Large,South Korea,50,"Scala, Kubernetes, AWS",PhD,7,Gaming,2024-11-27,2025-01-22,2131,6.2,Future Systems,Hybrid,56
7417,AI07418,ML Ops Engineer,79829,USD,Senior-Level ,Part-Time,Ireland,Small,Netherlands,100,"GCP, Python, Computer Vision",Master,8,Energy,2024-02-14,2024-03-24,1118,8.0,Algorithmic Solutions,Remote,39
7418,AI07419,AI Product Manager,191753,GBP,Executive-level,Contract,United Kingdom,Medium,United Kingdom,100,"R, Java, Computer Vision, MLOps, Data Visualization",PhD,14,Finance,2024-01-05,2024-02-14,2440,9.0,Future Systems,Remote,40
7419,AI07420,Machine Learning Engineer,132424,USD,Executive-level,Contract,Australia,Small,Australia,50,"Python, SQL, Java, Tableau",Master,16,Retail,2025-04-29,2025-06-16,1776,9.6,DeepTech Ventures,Hybrid,48
7420,AI07421,Computer Vision Engineer,116877,EUR,Senior-Level ,Freelance,France,Small,France,50,"Python, Kubernetes, Statistics, Spark",Master,6,Automotive,2024-02-10,2024-03-20,1539,9.4,Smart Analytics,Hybrid,39
7421,AI07422,AI Research Scientist,33628,USD,Entry-Level,Part-Time,Ireland,Small,Ireland,0,"Git, Linux, MLOps",Master,0,Telecommunications,2024-06-22,2024-08-27,1286,9.8,Predictive Systems,On-site,66
7422,AI07423,Robotics Engineer,85549,USD,Senior-Level ,Freelance,Israel,Medium,Canada,0,"Docker, AWS, Git, Kubernetes",PhD,7,Consulting,2025-01-12,2025-03-13,1915,8.0,DataVision Ltd,On-site,60
7423,AI07424,AI Software Engineer,47013,EUR,Entry-Level,Contract,Germany,Small,Germany,0,"GCP, Java, TensorFlow",PhD,1,Retail,2024-11-17,2025-01-12,1362,8.1,Quantum Computing Inc,On-site,56
7424,AI07425,Head of AI,287048,EUR,Executive-level,Freelance,Netherlands,Large,Netherlands,50,"Spark, PyTorch, TensorFlow, AWS",Master,10,Consulting,2025-04-20,2025-06-25,506,7.0,Digital Transformation LLC,Hybrid,66
7425,AI07426,Deep Learning Engineer,271783,USD,Executive-level,Freelance,United States,Large,China,50,"Scala, PyTorch, Tableau",Associate,10,Retail,2024-09-25,2024-11-10,1966,9.7,Future Systems,Hybrid,46
7426,AI07427,NLP Engineer,67140,USD,Mid-Level,Freelance,Sweden,Small,Sweden,0,"Git, Scala, Linux, Kubernetes, R",Bachelor,2,Energy,2025-02-18,2025-03-12,796,6.7,TechCorp Inc,On-site,22
7427,AI07428,Data Engineer,160721,USD,Senior-Level ,Full-Time,Norway,Small,United States,100,"AWS, Git, Java",Master,7,Technology,2024-06-14,2024-08-21,1262,6.6,Cognitive Computing,Remote,68
7428,AI07429,Data Analyst,44718,USD,Entry-Level,Part-Time,India,Small,Denmark,0,"NLP, Docker, Kubernetes, MLOps",PhD,0,Real Estate,2024-02-04,2024-02-20,1939,6.5,Advanced Robotics,On-site,16
7429,AI07430,Data Scientist,67062,USD,Mid-Level,Contract,India,Medium,Denmark,100,"Scala, Linux, Hadoop, Git",PhD,2,Manufacturing,2024-01-08,2024-02-29,923,7.3,Autonomous Tech,Remote,52
7430,AI07431,Principal Data Scientist,81285,USD,Mid-Level,Freelance,Israel,Large,Singapore,50,"Python, Scala, Statistics",PhD,4,Transportation,2024-03-01,2024-03-25,795,7.2,DataVision Ltd,Hybrid,24
7431,AI07432,AI Product Manager,182318,USD,Executive-level,Part-Time,Sweden,Small,Singapore,50,"GCP, Hadoop, Python",Master,11,Energy,2024-08-15,2024-09-29,706,8.9,DataVision Ltd,Hybrid,45
7432,AI07433,Research Scientist,105608,USD,Mid-Level,Freelance,United States,Large,United States,50,"Spark, Scala, MLOps, Kubernetes, Git",Master,4,Finance,2025-02-19,2025-03-09,688,6.7,Autonomous Tech,Hybrid,18
7433,AI07434,AI Architect,138250,USD,Mid-Level,Part-Time,Norway,Large,Norway,50,"Data Visualization, Deep Learning, Linux, Mathematics, Spark",Master,2,Consulting,2024-06-20,2024-08-20,2061,7.8,Digital Transformation LLC,Hybrid,61
7434,AI07435,Research Scientist,133237,EUR,Senior-Level ,Full-Time,Germany,Small,Germany,100,"Python, MLOps, Data Visualization, Azure",Associate,7,Telecommunications,2024-12-02,2025-01-26,1589,7.9,DeepTech Ventures,Remote,55
7435,AI07436,AI Software Engineer,116478,EUR,Senior-Level ,Freelance,France,Medium,France,100,"SQL, Kubernetes, Scala, Hadoop, PyTorch",Associate,7,Technology,2024-12-05,2024-12-19,2268,8.7,Predictive Systems,Remote,14
7436,AI07437,Principal Data Scientist,85001,USD,Mid-Level,Full-Time,Canada,Small,Canada,100,"Kubernetes, SQL, Data Visualization",Associate,4,Automotive,2024-10-19,2024-11-05,1529,8.3,Advanced Robotics,Remote,17
7437,AI07438,Principal Data Scientist,129840,USD,Senior-Level ,Part-Time,Australia,Medium,Australia,100,"AWS, R, Azure, GCP",Master,7,Technology,2025-03-08,2025-04-30,1687,6.8,Algorithmic Solutions,Remote,53
7438,AI07439,Robotics Engineer,58476,USD,Mid-Level,Part-Time,Ireland,Medium,Ireland,0,"Hadoop, AWS, Computer Vision",Master,3,Gaming,2024-06-01,2024-06-23,2199,9.6,Cognitive Computing,On-site,22
7439,AI07440,AI Architect,168142,USD,Executive-level,Contract,Canada,Medium,Canada,0,"Kubernetes, Scala, Azure",Master,10,Telecommunications,2024-04-14,2024-05-17,1512,6.8,Quantum Computing Inc,On-site,33
7440,AI07441,AI Specialist,34386,USD,Entry-Level,Freelance,Finland,Small,Finland,50,"Docker, Kubernetes, Statistics",Master,0,Retail,2024-01-11,2024-01-30,1982,9.2,Cloud AI Solutions,Hybrid,19
7441,AI07442,Data Analyst,96090,USD,Senior-Level ,Part-Time,Finland,Medium,Netherlands,100,"Statistics, TensorFlow, R, Scala",PhD,9,Manufacturing,2024-08-30,2024-09-14,1771,9.3,Smart Analytics,Remote,15
7442,AI07443,AI Product Manager,56516,USD,Entry-Level,Full-Time,India,Medium,Finland,50,"Deep Learning, Git, Python, TensorFlow, MLOps",PhD,0,Healthcare,2024-02-03,2024-03-28,1037,7.3,TechCorp Inc,Hybrid,54
7443,AI07444,Data Engineer,49653,USD,Mid-Level,Freelance,India,Small,India,50,"Scala, Azure, Mathematics, Kubernetes",PhD,4,Real Estate,2024-10-17,2024-12-09,2377,7.5,Advanced Robotics,Hybrid,53
7444,AI07445,Data Analyst,134669,EUR,Senior-Level ,Part-Time,Netherlands,Small,Netherlands,100,"Kubernetes, PyTorch, AWS, Statistics, Scala",Associate,7,Gaming,2025-04-17,2025-06-05,1746,7.0,Machine Intelligence Group,Remote,49
7445,AI07446,Data Engineer,84056,USD,Mid-Level,Full-Time,India,Large,Denmark,100,"Statistics, PyTorch, SQL, Docker",Master,4,Automotive,2024-11-28,2025-01-19,1403,6.6,Cognitive Computing,Remote,52
7446,AI07447,Computer Vision Engineer,160559,USD,Senior-Level ,Full-Time,Denmark,Large,Denmark,100,"GCP, SQL, AWS",Master,7,Retail,2024-12-29,2025-03-07,1382,8.5,Neural Networks Co,Remote,68
7447,AI07448,AI Research Scientist,55162,USD,Entry-Level,Contract,Australia,Medium,Germany,100,"PyTorch, Docker, Computer Vision, Statistics",Master,0,Real Estate,2025-02-13,2025-03-06,526,5.5,Cloud AI Solutions,Remote,21
7448,AI07449,Principal Data Scientist,64691,EUR,Entry-Level,Full-Time,France,Small,France,100,"Linux, Python, Data Visualization",Associate,1,Gaming,2025-02-17,2025-03-27,850,7.8,Predictive Systems,Remote,38
7449,AI07450,Data Scientist,154620,USD,Executive-level,Full-Time,Sweden,Small,Sweden,0,"PyTorch, GCP, Scala",Master,10,Finance,2024-12-12,2025-02-04,859,5.1,DeepTech Ventures,On-site,54
7450,AI07451,AI Software Engineer,96383,USD,Executive-level,Full-Time,South Korea,Small,India,50,"Statistics, SQL, Mathematics, AWS, Kubernetes",PhD,16,Automotive,2025-03-03,2025-05-01,2318,7.4,Algorithmic Solutions,Hybrid,59
7451,AI07452,AI Consultant,147767,USD,Senior-Level ,Contract,Canada,Large,Canada,0,"Hadoop, SQL, AWS, Deep Learning, GCP",Bachelor,7,Real Estate,2024-12-04,2025-02-06,1487,6.4,DataVision Ltd,On-site,64
7452,AI07453,AI Specialist,159343,EUR,Executive-level,Part-Time,France,Medium,France,50,"Statistics, Docker, MLOps, Deep Learning",Associate,14,Automotive,2024-09-02,2024-09-17,582,5.2,Cloud AI Solutions,Hybrid,15
7453,AI07454,Head of AI,155430,USD,Senior-Level ,Contract,United States,Large,United States,50,"R, Linux, TensorFlow, Deep Learning",Associate,6,Consulting,2024-07-19,2024-08-02,2111,5.5,Digital Transformation LLC,Hybrid,14
7454,AI07455,AI Architect,46485,USD,Mid-Level,Freelance,South Korea,Small,South Korea,50,"Tableau, Spark, MLOps, Linux, Scala",Associate,2,Telecommunications,2024-03-06,2024-04-13,2059,5.6,DeepTech Ventures,Hybrid,38
7455,AI07456,Research Scientist,198464,EUR,Executive-level,Part-Time,Germany,Small,Germany,0,"GCP, Scala, MLOps, SQL",Associate,16,Real Estate,2025-04-26,2025-06-10,1696,8.7,Advanced Robotics,On-site,45
7456,AI07457,Data Analyst,156380,USD,Executive-level,Freelance,Japan,Large,Japan,100,"Azure, Linux, Scala",PhD,18,Gaming,2024-10-22,2024-11-30,2389,6.4,Neural Networks Co,Remote,39
7457,AI07458,Data Analyst,178054,USD,Senior-Level ,Part-Time,United States,Large,United States,0,"Kubernetes, AWS, Deep Learning",Master,8,Technology,2024-10-09,2024-11-29,1395,6.3,Future Systems,On-site,51
7458,AI07459,Research Scientist,72559,USD,Mid-Level,Part-Time,South Korea,Large,Singapore,50,"PyTorch, Data Visualization, MLOps, GCP",Bachelor,4,Automotive,2024-07-27,2024-08-17,2143,5.4,AI Innovations,Hybrid,21
7459,AI07460,AI Specialist,115872,USD,Senior-Level ,Part-Time,India,Large,Finland,100,"R, GCP, Data Visualization, Git",Associate,8,Media,2024-01-20,2024-02-15,502,7.8,Smart Analytics,Remote,26
7460,AI07461,AI Product Manager,185914,USD,Executive-level,Contract,Japan,Large,Japan,50,"Python, Java, NLP, Git",PhD,16,Retail,2025-01-07,2025-01-25,2020,8.9,Digital Transformation LLC,Hybrid,18
7461,AI07462,Data Scientist,77330,EUR,Entry-Level,Part-Time,Netherlands,Large,Netherlands,50,"Python, TensorFlow, Tableau, Kubernetes, Git",PhD,0,Consulting,2024-07-24,2024-09-07,2442,5.2,Neural Networks Co,Hybrid,45
7462,AI07463,AI Software Engineer,203714,USD,Executive-level,Full-Time,Sweden,Large,Canada,100,"NLP, Docker, Python, AWS",Master,11,Consulting,2025-04-26,2025-06-02,1591,8.4,Machine Intelligence Group,Remote,37
7463,AI07464,Machine Learning Engineer,67669,USD,Mid-Level,Contract,India,Large,India,50,"Kubernetes, Python, GCP",Associate,4,Automotive,2024-12-14,2025-02-04,2141,6.4,Algorithmic Solutions,Hybrid,52
7464,AI07465,Principal Data Scientist,185958,USD,Executive-level,Part-Time,Australia,Large,United States,100,"Kubernetes, R, Spark, SQL, Java",PhD,13,Consulting,2024-04-07,2024-04-23,1935,5.8,Cognitive Computing,Remote,16
7465,AI07466,Head of AI,88025,USD,Mid-Level,Contract,United States,Medium,United States,50,"Spark, SQL, NLP, Python",Bachelor,4,Transportation,2025-02-25,2025-03-23,508,6.8,Cloud AI Solutions,Hybrid,26
